Store;DSM;Div;Mall;Address;City;State;Zip;Country;Phone
5385;6212;Claires;CAPITAL MALL;3600 COUNTRY CLUB DR. #503;JEFFERSON CITY;MO;65101;USA;573 893 3181
5386;6111;Claires;MUSIC CITY MALL;4101 E 42 ND STREET;ODESSA;TX;79762;USA;432 366 2658
5387;6004;Claires;GROSSMONT SHOPPING CENTER;5500 GROSSMONT CENTER DR SP151;LA MESA;CA;91942;USA;619 698 0425
5388;5202;Claires;COASTAL GRD MYRTLE BEACH;2000 COASTAL GRAND CIRCLE;MYRTLE BEACH;SC;29577;USA;843 839 3283
5389;5207;Claires;MORGANTON HEIGHTS;E156 MORGANTON HEIGHTS BLVD;MORGANTON;NC;28655;USA;828 430 6888
5390;6207;Claires;OUTLETS OF MISSISSIPPI;200 BASS PRO DRIVE  SPC 445;PEARL;MS;39208;USA;601 939 0030
5391;5205;Claires;ANDERSON MALL;3101 N. MAIN, N-4;ANDERSON;SC;29621;USA;864 226 8019
5392;6109;Claires;MALL OF ABILENE;4310 BUFFALO GAP RD.;ABILENE;TX;79606;USA;325 691 1230
5395;6206;Claires;PIERRE BOSSIER MALL;2950 E. TEXAS ST.      #306;BOSSIER CITY;LA;71111;USA;318 747 3134
5396;5309;Claires;GLYNN PLACE MALL;100 MALL BLVD., SPACE A-7;BRUNSWICK;GA;31520;USA;912 267 0723
5399;6002;Claires;SIMI VALLEY TOWN CENTER;1555 SIMI TOWN CENTER;SIMI VALLEY;CA;93065;USA;805 584 6339
5400;6111;Claires;MIDLAND PARK MALL;4511 N MIDKIFF DRIVE # B-06A;MIDLAND;TX;79705;USA;432 697 5591
5401;6105;Claires;LA PLAZA MALL;2200 SOUTH 10TH STREET;MCALLEN;TX;78503;USA;956 686 4586
5402;6113;Claires;DEERBROOK MALL;20131 HIGHWAY 59 NORTH SP#1314;HUMBLE;TX;77338;USA;281 540 1746
5403;5009;Claires;NORTH GRAND MALL;2801 GRAND AVE;AMES;IA;50010;USA;515 232 2490
5404;6201;Claires;HOT SPRINGS MALL;4501 CENTRAL AVENUE  #B-9;HOT SPRINGS;AR;71913;USA;501 525 9041
5405;4203;Claires;NORTH HANOVER;1155 CARLISLE STREET;HANOVER;PA;17331;USA;717 632 2427
5406;4123;Claires;UNIONTOWN MALL;1150 MALL RUN ROAD;UNIONTOWN;PA;15401;USA;724 439 6308
5408;5309;Claires;VALDOSTA MALL;1700 NORMAN DRIVE;VALDOSTA;GA;31601;USA;229 242 3029
5409;4203;Claires;CAPITAL CITY MALL;3572 CAPITAL CITY MALL DR.;CAMP HILL;PA;17011;USA;717 975 9864
5411;6011;Claires;FLAGSTAFF MALL;4650 N.HIGHWAY 89A  #B6;FLAGSTAFF;AZ;86001;USA;928 526 5178
5412;5210;Claires;PHIPPS PLAZA;3500 PEACHTREE RD NE SPC2017C;ATLANTA;GA;30326;USA;404 841 0039
5414;6003;Claires;LAS VEGAS PREMIUM OUTLETS-NTH;855 S. GRAND CENTRAL PKWY;LAS VEGAS;NV;89106;USA;702 383 6002
5415;5307;Claires;PADDOCK MALL;3100 COLLEGE ROAD;OCALA;FL;34474;USA;352 237 4787
5416;5009;Claires;MERLE HAY MALL;3800 MERLE HAY RD. STE 416;DES MOINES;IA;50310;USA;515 276 7074
5417;5009;Claires;SOUTHBRIDGE MALL;100 SOUTH FEDERAL AVENUE #206;MASON CITY;IA;50401;USA;641 424 6768
5418;6012;Claires;THE TUCSON MALL;4500 N.ORACLE RD SUITE 170;TUCSON;AZ;85705;USA;520 888 5237
5419;5009;Claires;WESTLAND MALL-BURLINGTON;550 SOUTH GEAR AVENUE STE #59;W BURLINGTON;IA;52655;USA;319 753 5546
5420;5201;Claires;MAYFAIRE TOWN CENTER;6859 MAIN STREET;WILMINGTON;NC;28405;USA;910 256 2847
5421;4125;Claires;CLEARVIEW MALL;101 CLEARVIEW CIRCLE # 227;BUTLER;PA;16001;USA;724 285 8257
5422;4123;Claires;CRANBERRY SQUARE;RTS. 322 AND 257;CRANBERRY;PA;16319;USA;814 676 0727
5423;5005;Claires;SOUTHLAKE;2035 SOUTHLAKE MALL;MERRILLVILLE;IN;46410;USA;219 769 7153
5424;5001;Claires;EAST TOWNE MALL;70 EAST TOWNE MALL;MADISON;WI;53704;USA;608 244 2066
5425;5310;Claires;VILLAGE MALL;1627-53 OPELIKA ROAD SPC #51;AUBURN;AL;36830;USA;334 887 7138
5426;6106;Claires;SOUTH PARK MALL;2310 S.W. MILITARY DR., #212;SAN ANTONIO;TX;78224;USA;210 921 2810
5427;6011;Claires;DESERT SKY MALL;7611 W THOMAS ROAD #C-6;PHOENIX;AZ;85033;USA;623 849 8577
5428;5305;Claires;UNIVERSITY TOWN CENTER;140 UNIVERSITY TOWN CTR DR 295;SARASOTA;FL;34243;USA;941 866 6327
5430;6104;Claires;SANTA FE PLACE;4250 CERRILLO RD. SPC # 1110;SANTA FE;NM;87505;USA;505 473 1488
5431;4327;Claires;VALLEY VIEW-ROANOKE;4802 VALLEY VIEW BLVD N.W.;ROANOKE;VA;24012;USA;540 366 8522
5432;7211;Claires;THE PROM SHOPS @ BRIARGATE;1645 BRIARGATE PARKWAY;COLORADO SPRINGS;CO;80920;USA;719 548 8033
5434;5311;Claires;PANAMA CITY MALL;2126 MARTIN LUTHER KING JR.BLV;PANAMA CITY;FL;32405;USA;850 763 2190
5435;4125;Claires;MCKINLEY MALL;234 MCKINLEY MALL;BLASDELL;NY;14219;USA;716 828 0658
5436;6206;Claires;PECANLAND MALL;4700 MILLHAVEN ROAD;MONROE;LA;71203;USA;318 387 9439
5437;7108;Claires;MERCED MALL;660 MERCED MALL;MERCED;CA;95348;USA;209 384 7899
5438;4326;Claires;WHITE MARSH;8200 PERRY HALL BLVD.;BALTIMORE;MD;21236;USA;410 931 6975
5439;5311;Claires;WIREGRASS COMMONS MALL;900 COMMONS DRIVE SUITE 918;DOTHAN;AL;36303;USA;334 794 8780
5442;5310;Claires;GADSDEN MALL;1001 RAINBOW DR.,STORE # 62;GADSDEN;AL;35901;USA;256 547 5252
5444;5005;Claires;CHICAGO RIDGE MALL;641 CHICAGO RIDGE MALL #K-16;CHICAGO RIDGE;IL;60415;USA;708 423 6770
5446;5004;Claires;216 MAIN ST - NAPERVILLE;216 MAIN STREET;NAPERVILLE;IL;60540;USA;630 548 1454
5447;4327;Claires;COUNTRY CLUB MALL;WINCHESTER & VOCKE RD.  #864;LAVALE;MD;21502;USA;301 729 1376
5448;4217;Claires;HAMPSHIRE MALL;367 RUSSEL STREET;HADLEY;MA;01035;USA;413 586 5080
5449;5215;Claires;NORTHGATE-CHATTANOOGA;271 NORTHGATE MALL;CHATTANOOGA;TN;37415;USA;423 870 3526
5450;7209;Claires;MESA MALL;2424 U S HIGHWAY 6 & 50;GRAND JUNCTION;CO;81505;USA;970 243 5450
5451;4327;Claires;VALLEY MALL-HARRISONBURG;1925 E. MARKET STREET STE 604;HARRISONBURG;VA;22801;USA;540 433 8452
5452;7210;Claires;GRAND TETON MALL;2300 E 17TH STREET, SPACE 120;IDAHO FALLS;ID;83404;USA;208 524 6026
5453;7210;Claires;EASTRIDGE-CASPER;601 SE WYOMING BLVD SPACE 1302;CASPER;WY;82609;USA;307 266 6279
5454;6004;Claires;GRAN PLAZA OUTLETS;888 WEST SECOND ST SPC I-210;CALEXICO;CA;92231;USA;760 768 2293
5455;4210;Claires;OAKDALE MALL;601-635 HARRY L DR #31;JOHNSON CITY;NY;13790;USA;607 770 9229
5456;6106;Claires;THE SHOPS AT LA CANTERA;5009 LA CANTERA PKWY #9895;SAN ANTONIO;TX;78256;USA;210 694 4649
5457;5202;Claires;NORTHWOODS-CHARLESTON;2150 NORTHWOODS BLVD SPC J720;N CHARLESTON;SC;29406;USA;843 553 1213
5458;7017;Claires;NEBRASKA CROSSING OUTLETS;21355 NEB.CROSSING DR STE F123;GRETNA;NE;68028;USA;402 332 5176
5459;4121;Claires;FLORENCE MALL;1160 FLORENCE MALL;FLORENCE;KY;41042;USA;859 371 7759
5460;5207;Claires;STONECREST AT PIPER GLEN;7918 REA ROAD;CHARLOTTE;NC;28277;USA;704 543 9634
5461;6109;Claires;SUNSET MALL;1182 SUNSET MALL    #1334;SAN ANGELO;TX;76904;USA;325 942 1990
5462;6206;Claires;LUFKIN MALL;4600 SOUTH MEDFORD;LUFKIN;TX;75901;USA;936 634 6993
5464;7210;Claires;PINE RIDGE MALL;4155 YELLOWSTONE HIGHWAY #143;CHUBBUCK;ID;83204;USA;208 237 5664
5466;5310;Claires;RIVERCHASE GALLERIA;2000 RIVERCHASE GALLERIA #204;HOOVER;AL;35244;USA;205 987 8566
5467;6004;Claires;WST-PLAZA BONITA;3030 PLAZA BONITA ROAD;NATIONAL CITY;CA;91950;USA;619 470 8788
5468;6004;Claires;MISSION VALLEY CENTER;1640 CAMINO DEL RIO NORTH;SAN DIEGO;CA;92108;USA;619 543 9958
5469;6207;Claires;THE O.C. RIVERWALK      #221;500 PORT OF NEW ORLEANS PLAC;NEW ORLEANS;LA;70130;USA;504 309 7390
5470;5005;Claires;RIVER OAKS S.C.;207 RIVER OAKS;CALUMET CITY;IL;60409;USA;708 868 4750
5472;7016;Claires;PARAGON OUTLETS TWIN CITIES;3925 EAGAN OUTLETS PKWY #880;EAGAN;MN;55122;USA;651 686 0321
5474;5009;Claires;COLLEGE SQ - CEDAR FALLS;1 COLLEGE SQUARE MALL,STE1260;CEDAR FALLS;IA;50613;USA;319 277 7376
5476;5304;Claires;PEMBROKE LAKES MALL;11401 PINES BLVD #238;PEMBROKE PINES;FL;33026;USA;954 438 0433
5477;5214;Claires;TOWNE MALL;1704 N. DIXIE HGWY;ELIZABETHTOWN;KY;42701;USA;270 737 0171
5478;6107;Claires;POST OAK MALL;1500 HARVEY ROAD;COLLEGE STATION;TX;77840;USA;979 764 1810
5479;7106;Claires;SOLANO;1350 TRAVIS BLVD., SUITE 1508;FAIRFIELD;CA;94533;USA;707 429 1730
5480;5311;Claires;CORDOVA MALL;5100 N. NINTH AVENUE, SP. D433;PENSACOLA;FL;32504;USA;850 477 5578
5484;6104;Claires;SOUTH PLAINS MALL;6002 SLIDE ROAD, SPACE # G23;LUBBOCK;TX;79414;USA;806 799 5661
5486;5311;Claires;SANTA ROSA MALL;300 MARY ESTHER BLVD STE 45;MARY ESTHER;FL;32569;USA;850 243 9658
5488;5203;Claires;TANGER OUTLETS SAVANNAH;200 TANGER OUTLET BLVD;SAVANNAH;GA;31322;USA;912 450 0330
5489;4123;Claires;WASHINGTON CROWN CENTER;1500 W. CHESTNUT;WASHINGTON;PA;15301;USA;724 222 8350
5490;6205;Claires;PASADENA TOWN SQUARE;301 PASADENA TOWN SQUARE;PASADENA;TX;77506;USA;713 473 4640
5491;5310;Claires;UNIVERSITY-TUSCALOOSA;1701 MC FARLAND BLVD. EAST;TUSCALOOSA;AL;35404;USA;205 556 1216
5492;4315;Claires;2267 BROADWAY;2267 BROADWAY;MANHATTAN;NY;10024;USA;212 877 2655
5495;5010;Claires;VILLAGE MALL;2917 N. VERMILION, RM. C-54;DANVILLE;IL;61832;USA;217 442 3959
5497;5205;Claires;GEORGIA SQUARE MALL;3700 ATLANTA HIGHWAY, SP. 115;ATHENS;GA;30606;USA;706 548 8439
5498;6211;Claires;TULSA PROMENADE;4107 SOUTH YALE  SUITE #200;TULSA;OK;74135;USA;918 663 0389
5502;5206;Claires;RANDOLPH MALL;345 RANDOLPH MALLL;ASHEBORO;NC;27203;USA;336 629 7994
5503;4125;Claires;CHAUTAUQUA MALL;318 EAST FAIRMONT AVE. #628;LAKEWOOD;NY;14750;USA;716 763 1711
5504;4213;Claires;CLIFTON PARK CENTER;22 CLIFTON COUNTRY RD. STE 26;CLIFTON PARK;NY;12065;USA;518 371 3010
5505;4212;Claires;DANBURY FAIR MALL;7 BACKUS AVE., SP. 137;DANBURY;CT;06810;USA;203 798 9569
5506;5205;Claires;THE SHOPPES AT WEBB GIN;1350 SCENIC HWY S.W. SPC #408;SNELLVILLE;GA;30078;USA;770 978 9067
5509;5012;Claires;NORTHTOWNE MALL;1500 N. CLINTON ST. UNIT #153;DEFIANCE;OH;43512;USA;419 782 8160
5510;6205;Claires;PARKDALE MALL;6155 EASTEX FREEWAY STE 726;BEAUMONT;TX;77706;USA;409 899 5510
5511;4326;Claires;DOVER MALL& COMMOMS;4023 DOVER MALL;DOVER;DE;19901;USA;302 736 0818
5512;5009;Claires;CROSSROADS-WATERLOO;2060 CROSSROADS BLVD SP# 210;WATERLOO;IA;50702;USA;319 232 6721
5513;6212;Claires;ZONA ROSA;7206 NW 86 TH;KANSAS CITY;MO;64153;USA;816 584 2845
5514;5207;Claires;WST-EASTRIDGE;246 N. NEW HOPE ROAD, G-241A;GASTONIA;NC;28054;USA;704 865 0111
5516;5310;Claires;PROPST PROMENADE;300 COLONIAL PROMENADE PKWY;ALABASTER;AL;35007;USA;205 664 0292
5520;7015;Claires;THE SHOPPES @ ARBOR LAKE;12473 ELM CREEK BLVD;MAPLE GROVE;MN;55369;USA;763 420 5876
5522;7108;Claires;LAGUNA GATEWAY S.C.;9170 W STOCKTON BLVD;ELK GROVE;CA;95758;USA;916 478 2754
5524;5001;Claires;FOREST MALL;835 W. JOHNSON STREET, SP. H-6;FOND DU LAC;WI;54935;USA;920 922 4403
5525;5012;Claires;MUNCIE MALL;3501 N. GRANVILLE AVE.;MUNCIE;IN;47303;USA;765 289 4229
5526;5303;Claires;BAYSIDE MARKETPLACE;401 BISCAYNE BLVD & NE 4TH ST;MIAMI;FL;33132;USA;786 316 0197
5527;5308;Claires;THE FLORIDA MALL;8001 S. ORANGE BLOSSOM TR #844;ORLANDO;FL;32809;USA;407 857 5843
5528;5214;Claires;OUTLET SHOPS OF BLUEGRASS;1155 BUCK CREED ROAD  #E512;SIMPSONVILLE;KY;40067;USA;502 722 5144
5531;7108;Claires;MONTE VISTA CROSSINGS;3017 COUNTRY SIDE DRIVE;TURLOCK;CA;95380;USA;209 667 8318
5532;7206;Claires;HOLIDAY VILLAGE MALL;1753 US HWY 2 WEST, SPACE 21B;HAVRE;MT;59501;USA;406 265 4025
5533;6004;Claires;WST-NORTH COUNTY;200 E. VIA RANCHO PARKWAY #217;ESCONDIDO;CA;92025;USA;760 745 6569
5534;4306;Claires;CHERRY HILL MALL;2000 ROUTE 38 SPC #1430;CHERRY HILL;NJ;08002;USA;856 486 1134
5538;6205;Claires;SOUTHLAND MALL-HOUMA;5953 WEST PARK AVENUE;HOUMA;LA;70364;USA;985 876 6462
5543;4324;Claires;CROSS COUNTY S.C.;1G XAVIER DRIVE;YONKERS;NY;10704;USA;914 375 3452
5544;5215;Claires;FOOTHILLS-MARYVILLE;129 FOOTHILLS MALL;MARYVILLE;TN;37801;USA;865 977 6300
5545;5207;Claires;MONROE MALL;2115-109  W. ROOSEVELT BLVD;MONROE;NC;28110;USA;704 283 7032
5546;6206;Claires;ALEXANDRIA MALL;3437 MASONIC DRIVE  SPACE 1486;ALEXANDRIA;LA;71301;USA;318 487 9432
5547;4210;Claires;SALMON RUN MALL;21182 SALEM RUN LOOP W.;WATERTOWN;NY;13601;USA;315 788 8665
5552;7015;Claires;OAKWOOD MALL-EAU CLAIRE;4800 GOLF ROAD SP-424;EAU CLAIRE;WI;54701;USA;715 833 1646
5554;6112;Claires;LACENTERRA AT CINCO RANCH;23501 CINCO RANCH BLVD #E110;KATY;TX;77494;USA;281 574 1663
5557;7212;Claires;ROGUE VALLEY MALL;1600 N. RIVERSIDE, SP. 1106;MEDFORD;OR;97501;USA;541 779 9508
5558;7210;Claires;MAGIC VALLEY MALL;1485 POLELINE RD. E, SPACE 193;TWIN FALLS;ID;83301;USA;208 734 3427
5560;5201;Claires;GREENBRIER MALL;1401 GREENBRIER PKWY, SP.2206;CHESAPEAKE;VA;23320;USA;757 420 5122
5562;6207;Claires;FREMAUX TOWN CENTER;736 TOWN CENTER PKWY SPC C600;SLIDELL;LA;70458;USA;985 690 6069
5564;7208;Claires;SOUTH TOWNE CENTER;10450 S. STATE ST. SPC #1001;SANDY;UT;84070;USA;801 571 6927
5568;7208;Claires;CACHE VALLEY MALL;1300 NORTH MAIN STREET;LOGAN;UT;84341;USA;435 755 7154
5570;4122;Claires;UPPER VALLEY MALL;1475 UPPER VALLEY PIKE, RM 834;SPRINGFIELD;OH;45504;USA;937 323 6837
5571;5208;Claires;GOVERNOR'S SQ CLARKSVILLE;2801 WILMA RUDOLPH BLVD;CLARKSVILLE;TN;37040;USA;931 645 0374
5572;4122;Claires;INDIAN MOUND MALL;771 S. 30TH ST., SPACE 529;HEATH;OH;43056;USA;740 522 5250
5573;6003;Claires;THE MALL OF VICTOR VALLEY;14400 BEAR VALLEY RD. STE 345;VICTORVILLE;CA;92392;USA;760 241 2227
5574;5215;Claires;HAMILTON PLACE;2100 HAMILTON PLACE BLVD;CHATTANOOGA;TN;37421;USA;423 899 7437
5575;6105;Claires;MALL DEL NORTE;5300 SAN DARIO AVE #142;LAREDO;TX;78041;USA;956 727 5734
5577;6214;Claires;SAINT LOUIS GALLERIA;2073 SAINT LOUIS GALLERIA;ST. LOUIS;MO;63117;USA;314 863 3580
5580;4316;Claires;MAYFAIR SHOPPING CENTER;58 MAY FAIR SHOPPING CENTER;COMMACK;NY;11725;USA;631 543 1892
5581;4328;Claires;PATRICK HENRY MALL;12300 JEFFERSON AVENUE;NEWPORT NEWS;VA;23602;USA;757 249 2818
5582;6201;Claires;MCCAIN PLAZA;3929 MC CAIN BLVD #H-03;NORTH LITTLE ROCK;AR;72116;USA;501 771 4387
5583;6105;Claires;LA PALMERA;5488 S PADRE ISLAND DR #2200;CORPUS CHRISTI;TX;78411;USA;361 906 0860
5584;6104;Claires;ROSWELL MALL;4501 N. MAIN, SP. 14;ROSWELL;NM;88201;USA;575 624 1732
5586;7110;Claires;NEWPARK MALL;1211 NEWPARK MALL;NEWARK;CA;94560;USA;510 791 2343
5587;5012;Claires;CLAY TERRACE;14550 CLAY TERRACE;CARMEL;IN;46032;USA;317 569 0127
5588;6008;Claires;DEL AMO FASHION CENTER;21712 HAWTHORNE BLVD SPC #299;TORRANCE;CA;90503;USA;310 370 7752
5589;7017;Claires;SHADOW LAKE TOWNE CENTER;7775 OLSON DRIVE SPC# 117;PAPILLION;NE;68046;USA;402 592 1768
5590;6012;Claires;PARK PLACE-TUCSON;5870 E. BROADWAY, SPC505;TUCSON;AZ;85711;USA;520 748 1517
5591;4204;Claires;SOUTH MALL;3300 LEHIGH STREET, SP. 712;ALLENTOWN;PA;18103;USA;610 797 1888
5594;5012;Claires;MOUNDS MALL;2109 STATE RD. 9 SOUTH  SP-G03;ANDERSON;IN;46016;USA;765 642 7944
5595;5311;Claires;DESTIN COMMONS;4315 LEGENDARY DRIVE;DESTIN;FL;32541;USA;850 650 5099
5596;4317;Claires;TANGER O.C. ATL CITY THE WALK;2030 BALTIC  AVE;ATLANTIC CITY;NJ;08401;USA;609 340 8544
5597;5305;Claires;GULF COAST TOWN CENTER;9918 GOLF COAST MAIN STREET;FORT MYERS;FL;33913;USA;239 267 3785
5600;6201;Claires;THE MALL AT TURTLE CREEK;3000 EAST HIGHLAND DRIVE;JONESBORO;AR;72401;USA;870 336 2630
5602;5307;Claires;WST- COUNTRYSIDE;27001 U.S. 19 NORTH STE. 1027;CLEARWATER;FL;33761;USA;727 791 6016
5604;6109;Claires;MANSFIELD TOWN CROSSING;1841 HIGHWAY 287 N. SUITE 200;MANSFIELD;TX;76063;USA;682 518 6096
5605;5309;Claires;THE MALL AT WAYCROSS;2215 MEMORIAL DRIVE #6A;WAYCROSS;GA;31501;USA;912 285 5472
5608;6209;Claires;NORTHPARK MALL-JOPLIN;101 NORTH RANGELINE, #234;JOPLIN;MO;64801;USA;417 623 4442
5609;6008;Claires;THE SHOPS AT MONTEBELLO;2039 MONTEBELLO TOWN CENTER;MONTEBELLO;CA;90640;USA;323 722 2434
5611;6011;Claires;YUMA PALMS;1313 SOUTH YUMA PALMS PKWY #C3;YUMA;AZ;85364;USA;928 373 9693
5614;5002;Claires;WST-HAWTHORN;526 HAWTHORN CENTER, SP. 528;VERNON HILLS;IL;60061;USA;847 362 6336
5615;4212;Claires;WST-TRUMBULL;5065 MAIN STREET, SP. 1125;TRUMBULL;CT;06611;USA;203 374 1291
5616;6107;Claires;TEMPLE MALL;3111 S. 31ST STREET SPC#3183;TEMPLE;TX;76502;USA;254 778 0380
5618;6209;Claires;FLINTHILLS MALL;1676 INDUSTRIAL RD., SPACE C-5;EMPORIA;KS;66801;USA;620 343 7734
5619;6210;Claires;QUAIL SPRINGS MALL;2501 W. MEMORIAL RD., SP. 254;OKLAHOMA CITY;OK;73134;USA;405 751 4731
5620;7110;Claires;NORTHRIDGE MALL-SALINAS;512 NORTHRIDGE MALL  D12;SALINAS;CA;93906;USA;831 449 5615
5621;6209;Claires;CENTRAL MALL-SALINA;2259 SOUTH NINTH STREET;SALINA;KS;67401;USA;785 823 1186
5622;7102;Claires;FACTORIA SQUARE;3933 FACTORIA MALL, S.E. #D2;BELLEVUE;WA;98006;USA;425 747 4942
5623;7110;Claires;DEL MONTE CENTER;1460 DEL MONTE CENTER;MONTEREY;CA;93940;USA;831 375 7052
5624;7111;Claires;BAYSHORE MALL;3300 BROADWAY BOX 43;EUREKA;CA;95501;USA;707 443 8891
5625;4122;Claires;RIVER VALLEY MALL;1635 RIVER VALLEY CIRCLE SOUTH;LANCASTER;OH;43130;USA;740 654 0742
5627;4328;Claires;CHESTERFIELD TOWNE CENTER;11500 MIDLOTHIAN TURN PIKE;RICHMOND;VA;23235;USA;804 379 8906
5628;4105;Claires;LAKESIDE MALL;14600 LAKESIDE CIRCLE, #1079;STERLING HEIGHTS;MI;48313;USA;586 247 2270
5629;4326;Claires;MARLEY STATION;7900 GOVERNOR RITCHIE HWY#E155;GLEN BURNIE;MD;21061;USA;410 768 9044
5630;4327;Claires;VALLEY MALL - HAGERSTOWN;HALFWAY BLVD.-46 VALLEY MALL;HAGERSTOWN;MD;21740;USA;301 582 2956
5633;7212;Claires;SALEM CENTRE;401 CENTER ST N.E.;SALEM;OR;97301-3780;USA;503 370 7845
5636;6105;Claires;LAS PALMAS MARKETPLACE;11917 GATEWAY WEST;EL PASO;TX;79936;USA;915 598 5750
5639;5309;Claires;ST. JOHNS TOWN CENTER;4712 RIVER CITY DRIVE;JACKSONVILLE;FL;32246;USA;904 564 1839
5641;6209;Claires;MANHATTAN TOWN CENTER;100 MANHATTAN TOWN CTR. #130;MANHATTAN;KS;66502;USA;785 776 6993
5642;4327;Claires;GRAND CENTRAL MALL;#282 GRAND CENTRAL;VIENNA;WV;26105;USA;304 485 8320
5643;5206;Claires;FOUR SEASONS TOWN CENTRE;322 FOUR SEASONS MALL;GREENSBORO;NC;27407;USA;336 292 5093
5644;4327;Claires;NEW RIVER VALLEY MALL;837 NEW RIVER ROAD;CHRISTIANSBURG;VA;24073;USA;540 381 0260
5645;4210;Claires;GREAT NORTHERN MALL;4081 ROUTE 31;CLAY;NY;13041;USA;315 652 0336
5646;7017;Claires;GATEWAY MALL;6100 O STREET SPACE #295;LINCOLN;NE;68505;USA;402 467 3357
5647;7102;Claires;THREE RIVERS MALL;351 THREE RIVERS DR #269;KELSO;WA;98626;USA;360 636 3047
5649;6109;Claires;THE PARKS @ ARLINGTON;3811 S. COOPER ST. SUITE 2022;ARLINGTON;TX;76015;USA;817 472 5910
5650;7015;Claires;MILLER HILL MALL;1600 MILLER TRUNK HWY SPC#E07;DULUTH;MN;55811;USA;218 727 6378
5651;4317;Claires;HAMILTON MALL;4403 BLACK HORSE PIKE #1063;MAYS LANDING;NJ;08330;USA;609 645 9337
5653;5309;Claires;THE OAKS-GAINESVILLE;6393 NEWBERRY ROAD;GAINESVILLE;FL;32605;USA;352 331 2169
5654;6113;Claires;GULFGATE CENTER;3111  WOODRIDGE SUITE 555;HOUSTON;TX;77087;USA;713 643 6441
5655;4213;Claires;AVIATION MALL;578 AVIATION RD SPC C-29;QUEENSBURY;NY;12804;USA;518 798 9957
5657;4317;Claires;BROOKE 35 PLAZA;2150 HWY 35;SEA GIRT;NJ;08750;USA;732 974 8803
5658;5305;Claires;WST-SARASOTA SQUARE;8201 S. TAMIAMI TRAIL SPC #A23;SARASOTA;FL;34238;USA;941 924 6322
5659;4213;Claires;ROTTERDAM SQUARE MALL;93 W. CAMPBELL ROAD SPC G-112;SCHENECTADY;NY;12306;USA;518 374 9899
5663;6109;Claires;RIDGMAR;1778 GREEN OAKS ROAD;FORT WORTH;TX;76116;USA;817 731 3360
5665;4218;Claires;ARSENAL MALL;485 ARSENAL STREET, SP. C-18;WATERTOWN;MA;02472;USA;617 926 9550
5666;6107;Claires;WOLF RANCH;1013 WEST UNIVERSITY DR. #175;GEORGETOWN;TX;78628;USA;512 868 5997
5667;6113;Claires;SILVERLAKE VILLAGE;10414 W BROADWAY;PEARLAND;TX;77584;USA;713 436 6605
5671;5311;Claires;BEL AIR MALL;3464 BEL AIR MALL;MOBILE;AL;36606;USA;251 478 3162
5674;5311;Claires;PEACHTREE MALL;3507 MANCHESTER EXPRESSWAY;COLUMBUS;GA;31909;USA;706 324 2039
5677;6210;Claires;SHAWNEE MALL;4901 KICKAPOO ST., SPACE 1512;SHAWNEE;OK;74801;USA;405 273 2749
5679;4217;Claires;THE MALL AT WHITNEY FIELD;100 COMMERCIAL ROAD SPC 44;LEOMINSTER;MA;01453;USA;978 840 4020
5680;5215;Claires;TANGER O.C. SEVIERVILLE;1645 PARKWAY;SEVIERVILLE;TN;37862;USA;865 429 5091
5681;4123;Claires;INDIANA MALL-CLAIRES;2334 OAKLAND AVE SUITE 27;INDIANA;PA;15701;USA;724 463 3325
5682;4219;Claires;LIBERTY TREE MALL;100 INDEPENDENCE WAY;DANVERS;MA;01923;USA;978 774 5434
5683;6211;Claires;ARROWHEAD MALL;501 N. MAIN  #61;MUSKOGEE;OK;74401;USA;918 682 4502
5684;4213;Claires;UNIVERSITY MALL;155 DORSET STREET SPC# D11;SO. BURLINGTON;VT;05403;USA;802 862 3344
5685;5207;Claires;CLEVELAND MALL;2001 E DIXON BLVD  .;SHELBY;NC;28150;USA;704 481 1836
5686;6106;Claires;RIVER CENTER;849 E. COMMERCE ST. SUITE 261;SAN ANTONIO;TX;78205;USA;210 224 1983
5688;5206;Claires;PINE CREST PLAZA;23 PINE CREST PLAZA;SOUTHERN PINES;NC;28387;USA;910 692 4043
5690;5215;Claires;COLLEGE SQ - MORRISTOWN;2550 EAST MORRIS BLVD., #29;MORRISTOWN;TN;37813;USA;423 581 9365
5691;4327;Claires;MERCER MALL;261 MERCER MALL RD STE 145;BLUEFIELD;WV;24701;USA;304 325 3275
5692;5307;Claires;GULFVIEW SQUARE;9409 U.S. HWY. 19 SUITE 265;PORT RICHEY;FL;34668;USA;727 842 9198
5693;4121;Claires;KENWOOD TOWNE CENTRE;7875 MONTGOMERY RD. # L-133;CINCINNATI;OH;45236;USA;513 984 9827
5694;6206;Claires;BROADWAY SQUARE MALL;4601 S. BROADWAY;TYLER;TX;75703;USA;903 581 5277
5696;7103;Claires;STREETS OF TANASBOURNE;2285 NW ALLIE AVE;HILLSBORO;OR;97124;USA;503 645 5259
5698;5201;Claires;JACKSONVILLE MALL;304 JACKSONVILLE MALL SPC #D1;JACKSONVILLE;NC;28546;USA;910 353 0834
5700;5202;Claires;TANGER O.C. CHARLESTON;4840 TANGER OUTLET BLVD;N. CHARLESTON;SC;29418;USA;843 746 8095
5701;6112;Claires;BRAZOS MALL;100 W. HWY. 332 SUITE 1286;LAKE JACKSON;TX;77566;USA;979 299 1557
